id,Status_C,Status_CL,Status_D
7905,0.999515,0.000043,0.000442
7906,0.999994,0.000001,0.000005
7907,0.000182,0.000000,0.999818
7908,0.999994,0.000001,0.000005
7909,0.999515,0.000043,0.000442
7910,0.999994,0.000001,0.000005
7911,0.999994,0.000001,0.000005
7912,0.000684,0.000000,0.999316
7913,0.000874,0.000000,0.999126
7914,0.000031,0.000000,0.999969
7915,0.999760,0.000018,0.000222
7916,0.999515,0.000043,0.000442
7917,0.000029,0.000000,0.999971
7918,0.000936,0.000000,0.999064
7919,0.999515,0.000043,0.000442
7920,0.999994,0.000001,0.000005
7921,0.999994,0.000001,0.000005
7922,0.000001,0.000000,0.999999
7923,0.999994,0.000001,0.000005
7924,0.999515,0.000043,0.000442
7925,0.000478,0.000000,0.999522
7926,0.999515,0.000043,0.000442
7927,0.999159,0.000045,0.000796
7928,0.000936,0.000000,0.999064
7929,0.000936,0.000000,0.999064
7930,0.000478,0.000000,0.999522
7931,0.999515,0.000043,0.000442
7932,0.999760,0.000018,0.000222
7933,0.000936,0.000000,0.999064
7934,0.999994,0.000001,0.000005
7935,0.999994,0.000001,0.000005
7936,0.999994,0.000001,0.000005
7937,0.000000,0.000000,1.000000
7938,0.999994,0.000001,0.000005
7939,0.999159,0.000045,0.000796
7940,0.999994,0.000001,0.000005
7941,0.999760,0.000018,0.000222
7942,0.999994,0.000001,0.000005
7943,0.000001,0.000000,0.999999
7944,0.999994,0.000001,0.000005
7945,0.999994,0.000001,0.000005
7946,0.999994,0.000001,0.000005
7947,0.999760,0.000018,0.000222
7948,0.000936,0.000000,0.999064
7949,0.999159,0.000045,0.000796
7950,0.999760,0.000018,0.000222
7951,0.000008,0.000000,0.999992
7952,0.999760,0.000018,0.000222
7953,0.000001,0.000000,0.999999
7954,0.999515,0.000043,0.000442
7955,0.000478,0.000000,0.999522
7956,0.000008,0.000000,0.999992
7957,0.999994,0.000001,0.000005
7958,0.999760,0.000018,0.000222
7959,0.999994,0.000001,0.000005
7960,0.000478,0.000000,0.999522
7961,0.999994,0.000001,0.000005
7962,0.000936,0.000000,0.999064
7963,0.000936,0.000000,0.999064
7964,0.000006,0.000000,0.999994
7965,0.999994,0.000001,0.000005
7966,0.000478,0.000000,0.999522
7967,0.999994,0.000001,0.000005
7968,0.999994,0.000001,0.000005
7969,0.999760,0.000018,0.000222
7970,0.999994,0.000001,0.000005
7971,0.999994,0.000001,0.000005
7972,0.999994,0.000001,0.000005
7973,0.999994,0.000001,0.000005
7974,0.999994,0.000001,0.000005
7975,0.999760,0.000018,0.000222
7976,0.000008,0.000000,0.999992
7977,0.999994,0.000001,0.000005
7978,0.000936,0.000000,0.999064
7979,0.999159,0.000045,0.000796
7980,0.999515,0.000043,0.000442
7981,0.000936,0.000000,0.999064
7982,0.999994,0.000001,0.000005
7983,0.999159,0.000045,0.000796
7984,0.999515,0.000043,0.000442
7985,0.999515,0.000043,0.000442
7986,0.999760,0.000018,0.000222
7987,0.999994,0.000001,0.000005
7988,0.999994,0.000001,0.000005
7989,0.999760,0.000018,0.000222
7990,0.000000,0.000000,1.000000
7991,0.000478,0.000000,0.999522
7992,0.999994,0.000001,0.000005
7993,0.000684,0.000000,0.999316
7994,0.999994,0.000001,0.000005
7995,0.999994,0.000001,0.000005
7996,0.000006,0.000000,0.999994
7997,0.999994,0.000001,0.000005
7998,0.000001,0.000000,0.999999
7999,0.000000,0.000000,1.000000
8000,0.998599,0.000004,0.001397
8001,0.999994,0.000001,0.000005
8002,0.999515,0.000043,0.000442
8003,0.999994,0.000001,0.000005
8004,0.000478,0.000000,0.999522
8005,0.000478,0.000000,0.999522
8006,0.999994,0.000001,0.000005
8007,0.997987,0.000024,0.001989
8008,0.999994,0.000001,0.000005
8009,0.999515,0.000043,0.000442
8010,0.999994,0.000001,0.000005
8011,0.000684,0.000000,0.999316
8012,0.000478,0.000000,0.999522
8013,0.999760,0.000018,0.000222
8014,0.999760,0.000018,0.000222
8015,0.999994,0.000001,0.000005
8016,0.999994,0.000001,0.000005
8017,0.000936,0.000000,0.999064
8018,0.999760,0.000018,0.000222
8019,0.999994,0.000001,0.000005
8020,0.999515,0.000043,0.000442
8021,0.000967,0.000000,0.999033
8022,0.000478,0.000000,0.999522
8023,0.999994,0.000001,0.000005
8024,0.999760,0.000018,0.000222
8025,0.999515,0.000043,0.000442
8026,0.999994,0.000001,0.000005
8027,0.999994,0.000001,0.000005
8028,0.007211,0.000001,0.992789
8029,0.999994,0.000001,0.000005
8030,0.001105,0.000000,0.998894
8031,0.999994,0.000001,0.000005
8032,0.999994,0.000001,0.000005
8033,0.998759,0.000040,0.001201
8034,0.999994,0.000001,0.000005
8035,0.999994,0.000001,0.000005
8036,0.999994,0.000001,0.000005
8037,0.001143,0.000000,0.998857
8038,0.998759,0.000040,0.001201
8039,0.999515,0.000043,0.000442
8040,0.999994,0.000001,0.000005
8041,0.999159,0.000045,0.000796
8042,0.999515,0.000043,0.000442
8043,0.999159,0.000045,0.000796
8044,0.000874,0.000000,0.999126
8045,0.000936,0.000000,0.999064
8046,0.000936,0.000000,0.999064
8047,0.999994,0.000001,0.000005
8048,0.999994,0.000001,0.000005
8049,0.999760,0.000018,0.000222
8050,0.000478,0.000000,0.999522
8051,0.998599,0.000004,0.001397
8052,0.999994,0.000001,0.000005
8053,0.999515,0.000043,0.000442
8054,0.999994,0.000001,0.000005
8055,0.000478,0.000000,0.999522
8056,0.999515,0.000043,0.000442
8057,0.999994,0.000001,0.000005
8058,0.997987,0.000024,0.001989
8059,0.999994,0.000001,0.000005
8060,0.000478,0.000000,0.999522
8061,0.998759,0.000040,0.001201
8062,0.998599,0.000004,0.001397
8063,0.999994,0.000001,0.000005
8064,0.000012,0.000000,0.999988
8065,0.999994,0.000001,0.000005
8066,0.999994,0.000001,0.000005
8067,0.000478,0.000000,0.999522
8068,0.998759,0.000040,0.001201
8069,0.998599,0.000004,0.001397
8070,0.999994,0.000001,0.000005
8071,0.999994,0.000001,0.000005
8072,0.999994,0.000001,0.000005
8073,0.999994,0.000001,0.000005
8074,0.999515,0.000043,0.000442
8075,0.999994,0.000001,0.000005
8076,0.999994,0.000001,0.000005
8077,0.000936,0.000000,0.999064
8078,0.000478,0.000000,0.999522
8079,0.999159,0.000045,0.000796
8080,0.999258,0.000027,0.000715
8081,0.998599,0.000004,0.001397
8082,0.000936,0.000000,0.999064
8083,0.999760,0.000018,0.000222
8084,0.999515,0.000043,0.000442
8085,0.999994,0.000001,0.000005
8086,0.000000,0.000000,1.000000
8087,0.999994,0.000001,0.000005
8088,0.000478,0.000000,0.999522
8089,0.997987,0.000024,0.001989
8090,0.000008,0.000000,0.999992
8091,0.999994,0.000001,0.000005
8092,0.000000,0.000000,1.000000
8093,0.999994,0.000001,0.000005
8094,0.999515,0.000043,0.000442
8095,0.000936,0.000000,0.999064
8096,0.999994,0.000001,0.000005
8097,0.000008,0.000000,0.999992
8098,0.999994,0.000001,0.000005
8099,0.000478,0.000000,0.999522
8100,0.999760,0.000018,0.000222
8101,0.998759,0.000040,0.001201
8102,0.999760,0.000018,0.000222
8103,0.999994,0.000001,0.000005
8104,0.999760,0.000018,0.000222
8105,0.999760,0.000018,0.000222
8106,0.999994,0.000001,0.000005
8107,0.000478,0.000000,0.999522
8108,0.999994,0.000001,0.000005
8109,0.999760,0.000018,0.000222
8110,0.999994,0.000001,0.000005
8111,0.999515,0.000043,0.000442
8112,0.000478,0.000000,0.999522
8113,0.000008,0.000000,0.999992
8114,0.999515,0.000043,0.000442
8115,0.999994,0.000001,0.000005
8116,0.999760,0.000018,0.000222
8117,0.000478,0.000000,0.999522
8118,0.999994,0.000001,0.000005
8119,0.999760,0.000018,0.000222
8120,0.999159,0.000045,0.000796
8121,0.998759,0.000040,0.001201
8122,0.999994,0.000001,0.000005
8123,0.999994,0.000001,0.000005
8124,0.000936,0.000000,0.999064
